Contexto,Ley,Artículos,Fracciones
"Al respecto, esta Comisión considera que los argumentos de Telmex y Telnor resultan improcedentes, en virtud de que como ha quedado manifestado en el considerando Cuarto de la presente Resolución, se materializó la hipótesis normativa prevista en el artículo 42 de la LFT, en el sentido de que Axtel solicitó a Telmex y Telnor el inicio de negociaciones para acodar los términos y condiciones de interconexión. Por tanto y dado que transcurrió el plazo de 60 (sesenta) días naturales, sin que a la fecha exista constancia de que los referidos concesionarios hayan convenido las condiciones de interconexión, es que la Comisión se encuentra plenamente facultada para intervenir en el procedimiento en que se actúa y resolver las cuestiones sometidas a desacuerdo por las partes. En este sentido, Axtel cumplió con los requisitos establecidos en el artículo 42 de la LFT.","LFT","42",""
"Al respecto, esta Comisión considera que los argumentos de Telmex y Telnor resultan improcedentes, en virtud de que como ha quedado manifestado en el considerando Cuarto de la presente Resolución, se materializó la hipótesis normativa prevista en el artículo 42 de la LFT, en el sentido de que Axtel solicitó a Telmex y Telnor el inicio de negociaciones para acodar los términos y condiciones de interconexión. Por tanto y dado que transcurrió el plazo de 60 (sesenta) días naturales, sin que a la fecha exista constancia de que los referidos concesionarios hayan convenido las condiciones de interconexión, es que la Comisión se encuentra plenamente facultada para intervenir en el procedimiento en que se actúa y resolver las cuestiones sometidas a desacuerdo por las partes. En este sentido, Axtel cumplió con los requisitos establecidos en el artículo 42 de la LFT.","LFT","42",""
"Asimismo, el artículo 42 de la LFT no hace distinción alguna respecto de los servicios que presten las redes que vayan a interconectarse, simplemente se limita a señalar la obligación de interconexión entre redes públicas de telecomunicaciones, por lo que el legislador sí previó que las redes públicas de telecomunicaciones que prestan el servicio de larga distancia tuvieran que interconectarse.","LFT","42",""
"El artículo 43 fracción IX de la LFT, dispone que en los convenios de interconexión, los concesionarios deben entregar la comunicación a su destino final o a un concesionario o combinación de concesionarios que puedan hacerlo, lo cual implica un esquema de interconexión eficiente de las redes públicas de telecomunicaciones que asegure la entrega de la llamada a su destino final, independientemente del servicio que preste el concesionario de la red pública de telecomunicaciones en cuestión.","LFT","43","IX"
"De lo antes expuesto, se desprende que el servicio de transporte interurbano sí es un servicio de interconexión en términos de lo establecido en los artículos 42 y 43 de la LFT, así como la fracción V del artículo 2 del Reglamento de Telecomunicaciones.","LFT","42",""
"De lo antes expuesto, se desprende que el servicio de transporte interurbano sí es un servicio de interconexión en términos de lo establecido en los artículos 42 y 43 de la LFT, así como la fracción V del artículo 2 del Reglamento de Telecomunicaciones.","LFT","43",""
"El anterior criterio fue confirmado y sostenido por el Octavo Tribunal Colegiado en Materia Administrativa del Primer Circuito, en el considerando Trigésimo Segundo de la resolución de fecha 12 de febrero de 2003, en el Toca número R.A. 2090/2001, del recurso de revisión que Telnor, interpuso en contra de la sentencia de fecha 31 de agosto de 2001, dictada por el Juez Segundo de Distrito en Materia Administrativa en el Distrito Federal, en el juicio de amparo indirecto número 762/2000, que Telnor promovió contra diversas autoridades, entre las cuales señaló al Pleno de esta Comisión y manifestó, entre otros actos de aplicación, la resolución número P/EXT/111 000/008 de fecha 11 de octubre de 2000, por la aplicación del artículo 42 de la LFT, por la que el Pleno de esta Comisión resolvió las condiciones no convenidas por Alestra, S. de R.L. de C.V., Telmex y Telnor en materia de interconexión de sus redes públicas de telecomunicaciones, para el periodo comprendido entre el 1° de enero y el 31 de diciembre de 2001.","LFT","42",""
"En los siguientes numerales esta Comisión en términos de lo dispuesto por los artículos 9-A fracción X y 42 de la LFT, se aboca a resolver sobre aquellos puntos de desacuerdo que en materia de interconexión fueron sometidos a consideración por Axtel, Telmex y Telnor.","LFT","9-A","X"
"En los siguientes numerales esta Comisión en términos de lo dispuesto por los artículos 9-A fracción X y 42 de la LFT, se aboca a resolver sobre aquellos puntos de desacuerdo que en materia de interconexión fueron sometidos a consideración por Axtel, Telmex y Telnor.","LFT","42","X"
"Al respecto, el artículo 43 fracción V de la LFT dispone que la interconexión se llevará a cabo en cualquier punto de conmutación u otros en que sea técnicamente factible. En este tenor, el artículo 16 del Plan de Interconexión establece la obligación de los concesionarios de señalar y poner a disposición de los demás concesionarios, un punto de interconexión con el que se podrá acceder a todos los usuarios de una o varias ASL en la que presten sus servicios. En una ASL podrá existir más de un punto de interconexión, siempre y cuando cada punto de interconexión cubra a todos los usuarios de una o varias ASL. Por su parte, el artículo 17 del Plan de Interconexión prevé, entre otros, que los concesionarios deberán permitir la interconexión en cualquiera de los niveles de la jerarquía de red.","LFT","43","V"
"De igual forma, esta Comisión considera que en términos del artículo 42 de la LFT los concesionarios están obligados a interconectar sus redes sin hacer distinción alguna respecto a: (i) los servicios de telecomunicaciones que se prestan a través de dichas redes; (ii) la tecnología utilizada en cada una de las redes de telecomunicaciones; (iii) los servicios de interconexión que se presten; o (iv) si se trata del primer convenio de interconexión o si existe otro convenio ya suscrito, en éste último caso podría referirse al mismo servicio pero con diferente vigencia o respecto a otro tipo de servicio con diferente esquema de interconexión.","LFT los ","42",""
"Por tanto y en razón de que el artículo 42 de la LFT no hace distinción alguna del servicio que prestan las redes públicas de telecomunicaciones que se pretendan interconectar o al esquema de interconexión que al efecto se implemente, es procedente la solicitud promovida por Axtel.","LFT","42",""
"En este sentido, esta Comisión considera que dado que la interconexión es obligatoria y ésta no se restringe a áreas geográficas derivado de que la no interconexión en algunas áreas evitaría el desarrollo de la competencia, es necesario mencionar que en congruencia con el artículo 41 de la LFT, todas las redes del país deben estar obligadas a la interconexión independientemente del área geográfica en la que presten sus servicios y a fin de asegurar la máxima eficiencia en la interconexión, es procedente que un mismo punto de interconexión puede atender varias ASL sin que la interconexión en este tipo de puntos implique cargos adicionales.","LFT","41",""
"Como se ha considerado en la presente Resolución, de conformidad con lo dispuesto en el artículo 43 fracciones V y IX de la LFT, se obliga a los concesionarios a llevar a cabo la interconexión en cualquier punto de conmutación u otros en que sea técnicamente factible, y entregar la comunicación a su destino final o a un concesionario o combinación de concesionarios que puedan hacerlo.","LFT","43","V"
"Con relación a los argumentos de Telmex y Telnor en el sentido de que es improcedente la interconexión virtual y la que se lleva a cabo en centrales jerárquicamente superiores, además de que conforme a las RSLD y RdSL la solicitud de Axtel es improcedente ya que no se trata de interconexión, esta Comisión considera que dichos argumentos son infundados, toda vez que en términos del artículo 42 de la LFT, los concesionarios están obligados a interconectar sus redes públicas de telecomunicaciones cuando otro concesionario lo solicite y, en todo caso, formalizar dicha interconexión mediante la suscripción del respectivo convenio, sin que para ellos existan limitaciones, condiciones o requisitos como acreditar la existencia de un servicio de interconexión o que se establezca determinado esquema de interconexión.","LFT","42",""
"En este tenor y como quedó acreditado en el presente numeral, los esquemas de interconexión planteados por Axtel consistentes en la interconexión a través de centrales jerárquicamente superiores, se ajustaron a lo establecido por el artículo 43 fracciones 11, V, VIII Y IX de la LFT, así como a lo dispuesto por los artículos 16 y 17 del Plan de Interconexión, por lo que están debidamente sustentados en la legislación aplicable.","LFT","16",""
"En este tenor y como quedó acreditado en el presente numeral, los esquemas de interconexión planteados por Axtel consistentes en la interconexión a través de centrales jerárquicamente superiores, se ajustaron a lo establecido por el artículo 43 fracciones 11, V, VIII Y IX de la LFT, así como a lo dispuesto por los artículos 16 y 17 del Plan de Interconexión, por lo que están debidamente sustentados en la legislación aplicable.","LFT","17",""
"A mayor abundamiento, la interconexión entre Axtel, Telmex y Telnor se llevará a cabo, efectivamente, en aquellas ciudades en las que Telmex y Telnor cuentan con CCE's y CTI's, ya que dichos equipos permiten las funciones de conmutación, transporte y señalización necesarias para el adecuado enrutamiento del tráfico que intercambien dichos concesionarios. Por lo que, no se está obligando a Telmex y Telnor a instalar CCE's o CTl's, ni a que lleven a cabo la interconexión en ciudades diversas a las establecidas en las disposiciones invocadas por Telmex y Telnor, sino que a partir de los esquemas indicados en la presente Resolución los referidos concesionarios intercambien el tráfico en los CCE's o CTl's, ubicados en las ciudades previstas en las disposiciones invocadas por Telmex y Telnor y que como ha quedado acreditado en el párrafo anterior, son esquemas de interconexión sustentados conforme a lo establecido en el artículo 43 fracciones II, V, VIII y IX de la LFT, así como a lo dispuesto por los artículos 16 y 17 del Plan de Interconexión.","LFT","43","II"
"De igual forma, resulta improcedente por infundado el argumento de Telmex y Telnor en el sentido de que la interconexión de larga distancia se lleve a cabo de la misma forma que la interconexión local, y que las mismas se deban comportar de la misma forma en las ASL donde no existen puntos de interconexión de larga distancia definidos. Lo anterior, en virtud de que los esquemas de interconexión planteados por Axtel consistentes en la interconexión a través de centrales jerárquicamente superiores, están debidamente sustentados conforme a lo establecido en el artículo 43 fracciones 11, V, VIII Y IX de la LFT, así como a lo dispuesto por los artículos 16 y 17 del Plan de Interconexión.","LFT","16",""
"De igual forma, resulta improcedente por infundado el argumento de Telmex y Telnor en el sentido de que la interconexión de larga distancia se lleve a cabo de la misma forma que la interconexión local, y que las mismas se deban comportar de la misma forma en las ASL donde no existen puntos de interconexión de larga distancia definidos. Lo anterior, en virtud de que los esquemas de interconexión planteados por Axtel consistentes en la interconexión a través de centrales jerárquicamente superiores, están debidamente sustentados conforme a lo establecido en el artículo 43 fracciones 11, V, VIII Y IX de la LFT, así como a lo dispuesto por los artículos 16 y 17 del Plan de Interconexión.","LFT","17",""
"Por tanto, Telmex y Telnor deberán entregar a esta Comisión y Axtel en un plazo de 5 (cinco) días hábiles contados a partir de la notificación de la presente Resolución la información descrita en el párrafo que antecede, de conformidad con lo establecido en los artículos 68 de la LFT, 6 fracción I, inciso b) y 15 del Plan de Interconexión, que obliga a los concesionarios a señalar la ubicación geográfica de la instalación del concesionario donde se encuentren los puntos de interconexión y la condición 7-4 de la Concesión de Telmex y de la Concesión de Telnor que obliga a dichas empresas a proporcionar a la Secretaría la información técnica, administrativa y financiera en la forma y términos que la misma determine.","LFT","68",""
"En términos del artículo 43 fracción VI de la LFT en los convenios de interconexión se deberá prever que los equipos necesarios para la interconexión puedan ser proporcionados por cualquiera de los concesionarios y ubicarse en las instalaciones de cualquiera de ellos.","LFT","43","VI"
"No es deseable que los espacios de coubicación arrendados por los concesionarios sean limitados de manera artificial perjudicando el desarrollo eficiente de la interconexión e interoperabilidad de las redes y por lo tanto de una competencia equitativa en el sector; por ello, en cumplimiento a Ios objetivos señalados en el artículo 41 de la LFT deberá permitirse la interconexión entre concesionarios ubicados en la misma instalación del concesionario y no podrán establecerse restricciones que limiten el uso eficiente de la infraestructura.","LFT","41",""
"En virtud de lo antes expuesto, en términos de los artículos 41, 42 y 43, fracciones II, V, VIII y IX de la LFT, de la condición 5-2 de la Concesión de Telmex y de la Concesión de Telnor así como de las constancias que obran en el expediente en que se actúa, en particular de las indicadas en los numerales 3 al 8 del Antecedente IV de la presente Resolución, ofrecidas por Axtel como pruebas documentales y a las cuales se les otorga pleno valor probatorio en términos de los artículos 197, 202 y 203 del CFPC de aplicación supletoria conforme al artículo 8 fracción V de la LFT, las partes en el presente procedimiento deberán garantizar la interconexión de sus respectivas redes públicas de telecomunicaciones y en su caso formalizar el convenio de interconexión atento a lo establecido en la presente Resolución, con la finalidad de satisfacer el interés público tutelado en la LFT.","LFT","41","II"
"En virtud de lo antes expuesto, en términos de los artículos 41, 42 y 43, fracciones II, V, VIII y IX de la LFT, de la condición 5-2 de la Concesión de Telmex y de la Concesión de Telnor así como de las constancias que obran en el expediente en que se actúa, en particular de las indicadas en los numerales 3 al 8 del Antecedente IV de la presente Resolución, ofrecidas por Axtel como pruebas documentales y a las cuales se les otorga pleno valor probatorio en términos de los artículos 197, 202 y 203 del CFPC de aplicación supletoria conforme al artículo 8 fracción V de la LFT, las partes en el presente procedimiento deberán garantizar la interconexión de sus respectivas redes públicas de telecomunicaciones y en su caso formalizar el convenio de interconexión atento a lo establecido en la presente Resolución, con la finalidad de satisfacer el interés público tutelado en la LFT.","LFT","42","II"
"En virtud de lo antes expuesto, en términos de los artículos 41, 42 y 43, fracciones II, V, VIII y IX de la LFT, de la condición 5-2 de la Concesión de Telmex y de la Concesión de Telnor así como de las constancias que obran en el expediente en que se actúa, en particular de las indicadas en los numerales 3 al 8 del Antecedente IV de la presente Resolución, ofrecidas por Axtel como pruebas documentales y a las cuales se les otorga pleno valor probatorio en términos de los artículos 197, 202 y 203 del CFPC de aplicación supletoria conforme al artículo 8 fracción V de la LFT, las partes en el presente procedimiento deberán garantizar la interconexión de sus respectivas redes públicas de telecomunicaciones y en su caso formalizar el convenio de interconexión atento a lo establecido en la presente Resolución, con la finalidad de satisfacer el interés público tutelado en la LFT.","LFT","43","II"
"En virtud de lo antes expuesto, en términos de los artículos 41, 42 y 43, fracciones II, V, VIII y IX de la LFT, de la condición 5-2 de la Concesión de Telmex y de la Concesión de Telnor así como de las constancias que obran en el expediente en que se actúa, en particular de las indicadas en los numerales 3 al 8 del Antecedente IV de la presente Resolución, ofrecidas por Axtel como pruebas documentales y a las cuales se les otorga pleno valor probatorio en términos de los artículos 197, 202 y 203 del CFPC de aplicación supletoria conforme al artículo 8 fracción V de la LFT, las partes en el presente procedimiento deberán garantizar la interconexión de sus respectivas redes públicas de telecomunicaciones y en su caso formalizar el convenio de interconexión atento a lo establecido en la presente Resolución, con la finalidad de satisfacer el interés público tutelado en la LFT.","CFPC de ","41","II"
"En virtud de lo antes expuesto, en términos de los artículos 41, 42 y 43, fracciones II, V, VIII y IX de la LFT, de la condición 5-2 de la Concesión de Telmex y de la Concesión de Telnor así como de las constancias que obran en el expediente en que se actúa, en particular de las indicadas en los numerales 3 al 8 del Antecedente IV de la presente Resolución, ofrecidas por Axtel como pruebas documentales y a las cuales se les otorga pleno valor probatorio en términos de los artículos 197, 202 y 203 del CFPC de aplicación supletoria conforme al artículo 8 fracción V de la LFT, las partes en el presente procedimiento deberán garantizar la interconexión de sus respectivas redes públicas de telecomunicaciones y en su caso formalizar el convenio de interconexión atento a lo establecido en la presente Resolución, con la finalidad de satisfacer el interés público tutelado en la LFT.","CFPC de ","42","II"
"En virtud de lo antes expuesto, en términos de los artículos 41, 42 y 43, fracciones II, V, VIII y IX de la LFT, de la condición 5-2 de la Concesión de Telmex y de la Concesión de Telnor así como de las constancias que obran en el expediente en que se actúa, en particular de las indicadas en los numerales 3 al 8 del Antecedente IV de la presente Resolución, ofrecidas por Axtel como pruebas documentales y a las cuales se les otorga pleno valor probatorio en términos de los artículos 197, 202 y 203 del CFPC de aplicación supletoria conforme al artículo 8 fracción V de la LFT, las partes en el presente procedimiento deberán garantizar la interconexión de sus respectivas redes públicas de telecomunicaciones y en su caso formalizar el convenio de interconexión atento a lo establecido en la presente Resolución, con la finalidad de satisfacer el interés público tutelado en la LFT.","CFPC de ","43","II"
"En virtud de lo antes expuesto, en términos de los artículos 41, 42 y 43, fracciones II, V, VIII y IX de la LFT, de la condición 5-2 de la Concesión de Telmex y de la Concesión de Telnor así como de las constancias que obran en el expediente en que se actúa, en particular de las indicadas en los numerales 3 al 8 del Antecedente IV de la presente Resolución, ofrecidas por Axtel como pruebas documentales y a las cuales se les otorga pleno valor probatorio en términos de los artículos 197, 202 y 203 del CFPC de aplicación supletoria conforme al artículo 8 fracción V de la LFT, las partes en el presente procedimiento deberán garantizar la interconexión de sus respectivas redes públicas de telecomunicaciones y en su caso formalizar el convenio de interconexión atento a lo establecido en la presente Resolución, con la finalidad de satisfacer el interés público tutelado en la LFT.","LFT","41","II"
"En virtud de lo antes expuesto, en términos de los artículos 41, 42 y 43, fracciones II, V, VIII y IX de la LFT, de la condición 5-2 de la Concesión de Telmex y de la Concesión de Telnor así como de las constancias que obran en el expediente en que se actúa, en particular de las indicadas en los numerales 3 al 8 del Antecedente IV de la presente Resolución, ofrecidas por Axtel como pruebas documentales y a las cuales se les otorga pleno valor probatorio en términos de los artículos 197, 202 y 203 del CFPC de aplicación supletoria conforme al artículo 8 fracción V de la LFT, las partes en el presente procedimiento deberán garantizar la interconexión de sus respectivas redes públicas de telecomunicaciones y en su caso formalizar el convenio de interconexión atento a lo establecido en la presente Resolución, con la finalidad de satisfacer el interés público tutelado en la LFT.","LFT","42","II"
"En virtud de lo antes expuesto, en términos de los artículos 41, 42 y 43, fracciones II, V, VIII y IX de la LFT, de la condición 5-2 de la Concesión de Telmex y de la Concesión de Telnor así como de las constancias que obran en el expediente en que se actúa, en particular de las indicadas en los numerales 3 al 8 del Antecedente IV de la presente Resolución, ofrecidas por Axtel como pruebas documentales y a las cuales se les otorga pleno valor probatorio en términos de los artículos 197, 202 y 203 del CFPC de aplicación supletoria conforme al artículo 8 fracción V de la LFT, las partes en el presente procedimiento deberán garantizar la interconexión de sus respectivas redes públicas de telecomunicaciones y en su caso formalizar el convenio de interconexión atento a lo establecido en la presente Resolución, con la finalidad de satisfacer el interés público tutelado en la LFT.","LFT","43","II"
"Por otra parte y con el fin de que los términos, condiciones y tarifas de interconexión determinadas por esta Comisión en la presente Resolución sean ofrecidos de manera no discriminatoria a los demás concesionarios que lo soliciten y que requieran servicios de interconexión, capacidades o funciones similares, el Pleno de la Comisión estima conveniente poner la presente Resolución a disposición de los concesionarios. Para efectos de lo anterior y en términos de lo dispuesto por los artículos 64, fracción XVI y 65 de la LFT, la presente Resolución será inscrita en el Registro de Telecomunicaciones a cargo de la propia Comisión.","LFT","64","XVI"
"Por otra parte y con el fin de que los términos, condiciones y tarifas de interconexión determinadas por esta Comisión en la presente Resolución sean ofrecidos de manera no discriminatoria a los demás concesionarios que lo soliciten y que requieran servicios de interconexión, capacidades o funciones similares, el Pleno de la Comisión estima conveniente poner la presente Resolución a disposición de los concesionarios. Para efectos de lo anterior y en términos de lo dispuesto por los artículos 64, fracción XVI y 65 de la LFT, la presente Resolución será inscrita en el Registro de Telecomunicaciones a cargo de la propia Comisión.","LFT","65","XVI"
"Lo anterior, sin perjuicio de que Axtel, Telmex y Telnor formalicen los términos, condiciones y tarifas de interconexión que se ordenan a través de la presente Resolución y a tal efecto suscriban el correspondiente convenio. En tal sentido, dichos concesionarios, conjunta o separadamente, deberán inscribir el convenio de interconexión en el Registro de Telecomunicaciones, de conformidad con lo dispuesto por el artículo 64 fracción VII de la LFT.","LFT","64","VII"
"Con base en lo anterior y además con fundamento en lo dispuesto por los artículos 17 y 36 fracción III de la Ley Orgánica de la Administración Pública Federal; 1, 2, 3, 7 fracciones II, XII Y XIII, 8 fracción II, 9-A fracciones IX, X, XIII Y XVII, 9-B, 41, 42, 43 64 fracción VII y 68 de la Ley Federal de Telecomunicaciones; 1, 2, 3, 9, 13, 16 fracción X, 32, 35, 36, 38 y 39 de la Ley Federal de Procedimiento Administrativo; 2, 4, 5 fracciones I y IV, 6 fracción I, incisos b) y g), 7, 8, 9, 15, 16, 17, 18, 19, 21 inciso a), 22, 23, 31 y Tercero Transitorio del Plan Técnico Fundamental de Interconexión e Interoperabilidad; artículo 2 fracción XXX y 40 del Reglamento Interior de la Secretaría de Comunicaciones y Transportes, y 4 fracción I, 8 y 9 fracciones VIII y XIII del Reglamento Interno de la Comisión Federal de Telecomunicaciones el Pleno de la Comisión Federal de Telecomunicaciones, resuelve lo siguiente:","Ley Orgánica de ","17","III"
"Con base en lo anterior y además con fundamento en lo dispuesto por los artículos 17 y 36 fracción III de la Ley Orgánica de la Administración Pública Federal; 1, 2, 3, 7 fracciones II, XII Y XIII, 8 fracción II, 9-A fracciones IX, X, XIII Y XVII, 9-B, 41, 42, 43 64 fracción VII y 68 de la Ley Federal de Telecomunicaciones; 1, 2, 3, 9, 13, 16 fracción X, 32, 35, 36, 38 y 39 de la Ley Federal de Procedimiento Administrativo; 2, 4, 5 fracciones I y IV, 6 fracción I, incisos b) y g), 7, 8, 9, 15, 16, 17, 18, 19, 21 inciso a), 22, 23, 31 y Tercero Transitorio del Plan Técnico Fundamental de Interconexión e Interoperabilidad; artículo 2 fracción XXX y 40 del Reglamento Interior de la Secretaría de Comunicaciones y Transportes, y 4 fracción I, 8 y 9 fracciones VIII y XIII del Reglamento Interno de la Comisión Federal de Telecomunicaciones el Pleno de la Comisión Federal de Telecomunicaciones, resuelve lo siguiente:","Ley Orgánica de ","36","III"
"Con base en lo anterior y además con fundamento en lo dispuesto por los artículos 17 y 36 fracción III de la Ley Orgánica de la Administración Pública Federal; 1, 2, 3, 7 fracciones II, XII Y XIII, 8 fracción II, 9-A fracciones IX, X, XIII Y XVII, 9-B, 41, 42, 43 64 fracción VII y 68 de la Ley Federal de Telecomunicaciones; 1, 2, 3, 9, 13, 16 fracción X, 32, 35, 36, 38 y 39 de la Ley Federal de Procedimiento Administrativo; 2, 4, 5 fracciones I y IV, 6 fracción I, incisos b) y g), 7, 8, 9, 15, 16, 17, 18, 19, 21 inciso a), 22, 23, 31 y Tercero Transitorio del Plan Técnico Fundamental de Interconexión e Interoperabilidad; artículo 2 fracción XXX y 40 del Reglamento Interior de la Secretaría de Comunicaciones y Transportes, y 4 fracción I, 8 y 9 fracciones VIII y XIII del Reglamento Interno de la Comisión Federal de Telecomunicaciones el Pleno de la Comisión Federal de Telecomunicaciones, resuelve lo siguiente:","Ley Federal de Telecomunicaciones","17","III"
"Con base en lo anterior y además con fundamento en lo dispuesto por los artículos 17 y 36 fracción III de la Ley Orgánica de la Administración Pública Federal; 1, 2, 3, 7 fracciones II, XII Y XIII, 8 fracción II, 9-A fracciones IX, X, XIII Y XVII, 9-B, 41, 42, 43 64 fracción VII y 68 de la Ley Federal de Telecomunicaciones; 1, 2, 3, 9, 13, 16 fracción X, 32, 35, 36, 38 y 39 de la Ley Federal de Procedimiento Administrativo; 2, 4, 5 fracciones I y IV, 6 fracción I, incisos b) y g), 7, 8, 9, 15, 16, 17, 18, 19, 21 inciso a), 22, 23, 31 y Tercero Transitorio del Plan Técnico Fundamental de Interconexión e Interoperabilidad; artículo 2 fracción XXX y 40 del Reglamento Interior de la Secretaría de Comunicaciones y Transportes, y 4 fracción I, 8 y 9 fracciones VIII y XIII del Reglamento Interno de la Comisión Federal de Telecomunicaciones el Pleno de la Comisión Federal de Telecomunicaciones, resuelve lo siguiente:","Ley Federal de Telecomunicaciones","36","III"
"Con base en lo anterior y además con fundamento en lo dispuesto por los artículos 17 y 36 fracción III de la Ley Orgánica de la Administración Pública Federal; 1, 2, 3, 7 fracciones II, XII Y XIII, 8 fracción II, 9-A fracciones IX, X, XIII Y XVII, 9-B, 41, 42, 43 64 fracción VII y 68 de la Ley Federal de Telecomunicaciones; 1, 2, 3, 9, 13, 16 fracción X, 32, 35, 36, 38 y 39 de la Ley Federal de Procedimiento Administrativo; 2, 4, 5 fracciones I y IV, 6 fracción I, incisos b) y g), 7, 8, 9, 15, 16, 17, 18, 19, 21 inciso a), 22, 23, 31 y Tercero Transitorio del Plan Técnico Fundamental de Interconexión e Interoperabilidad; artículo 2 fracción XXX y 40 del Reglamento Interior de la Secretaría de Comunicaciones y Transportes, y 4 fracción I, 8 y 9 fracciones VIII y XIII del Reglamento Interno de la Comisión Federal de Telecomunicaciones el Pleno de la Comisión Federal de Telecomunicaciones, resuelve lo siguiente:","Ley Federal de Procedimiento Administrativo","17","III"
"Con base en lo anterior y además con fundamento en lo dispuesto por los artículos 17 y 36 fracción III de la Ley Orgánica de la Administración Pública Federal; 1, 2, 3, 7 fracciones II, XII Y XIII, 8 fracción II, 9-A fracciones IX, X, XIII Y XVII, 9-B, 41, 42, 43 64 fracción VII y 68 de la Ley Federal de Telecomunicaciones; 1, 2, 3, 9, 13, 16 fracción X, 32, 35, 36, 38 y 39 de la Ley Federal de Procedimiento Administrativo; 2, 4, 5 fracciones I y IV, 6 fracción I, incisos b) y g), 7, 8, 9, 15, 16, 17, 18, 19, 21 inciso a), 22, 23, 31 y Tercero Transitorio del Plan Técnico Fundamental de Interconexión e Interoperabilidad; artículo 2 fracción XXX y 40 del Reglamento Interior de la Secretaría de Comunicaciones y Transportes, y 4 fracción I, 8 y 9 fracciones VIII y XIII del Reglamento Interno de la Comisión Federal de Telecomunicaciones el Pleno de la Comisión Federal de Telecomunicaciones, resuelve lo siguiente:","Ley Federal de Procedimiento Administrativo","36","III"
"PRIMERO.- Se determinan las condiciones que en materia de interconexión no pudieron convenir los concesionarios de redes públicas de telecomunicaciones denominados: Axtel, S.A.B. de C.v., Teléfonos de México, S.AB. de C.V. y Teléfonos del Noroeste, S.A de C.V. para el período que comprende del primero de enero de dos mil diez al treinta y uno de diciembre de dos mil diez, lo anterior en términos de los resolutivos Segundo y Tercero de esta Resolución. Asimismo, como se establece en el artículo 9 de la Ley Federal del Procedimiento Administrativo, las obligaciones en materia de interconexión establecidas en la presente Resolución serán eficaces y exigibles para Axtel, S.A.B de C.V., Teléfonos de México, S.A.B. de C.V. y Teléfonos del Noroeste, S.A de C.V., a partir del día siguiente al que surta efectos legales la notificación de la presente Resolución. ","Ley Federal del Procedimiento Administrativo","9",""
"CUARTO.- En términos de lo establecido por el artículo 3, fracción XV de la Ley Federal de Procedimiento Administrativo de aplicación supletoria a la legislación en telecomunicaciones, se hace del conocimiento de las partes que la presente Resolución es impugnable mediante la interposición del recurso de revisión que prevé el Título Sexto, Capítulo Primero del ordenamiento citado.","Ley Federal de Procedimiento Administrativo","3","XV"
